,LIBNAME,new
17293,DR EUGENE CLARK LIBRARY,-2.098052229857605
17294,LONGVIEW PUBLIC LIBRARY,-8.086476873751208
17295,ETHEL L WHIPPLE MEMORIAL LIBRARY,-9.514151802609382
17296,BANDERA COUNTY LIBRARY,-4.59720014746915
17297,LUBBOCK PUBLIC LIBRARY,-7.219570851221789
17298,KURTH MEMORIAL LIBRARY,-6.846599821750513
17300,LYTLE PUBLIC LIBRARY,-5.893196647498609
17301,MADISON COUNTY LIBRARY,-6.699385364182089
17303,MANSFIELD PUBLIC LIBRARY,-8.191488091165878
17304,MARFA PUBLIC LIBRARY,-6.289343400358166
17306,MARSHALL PUBLIC LIBRARY,-11.408305881404173
17311,MCKINNEY PUBLIC LIBRARY SYSTEM,-7.108970858545037
17316,DR HECTOR P GARCIA MEMORIAL LIBRARY,-8.318890141104852
17317,MESQUITE PUBLIC LIBRARY,-7.634937549596678
17318,GIBBS MEMORIAL LIBRARY,-6.367044533180252
17319,MIDLAND COUNTY PUBLIC LIBRARY,-8.624709044809368
17320,AH MEADOWS LIBRARY,-7.603454393918668
17321,BOYCE DITTO PUBLIC LIBRARY,-8.351226526864581
17322,SPEER MEMORIAL LIBRARY,-4.973386599551385
17323,WARD COUNTY LIBRARY,-8.474740916093612
17324,BASTROP PUBLIC LIBRARY,-3.6165980258543478
17326,MOUNT PLEASANT PUBLIC LIBRARY,-3.9210820756822136
17327,FRANKLIN COUNTY LIBRARY,-5.815206195919806
17329,MULESHOE AREA PUBLIC LIBRARY,-5.828217924241774
17331,NACOGDOCHES PUBLIC LIBRARY,-8.249402432075131
17332,NAVASOTA PUBLIC LIBRARY,-9.441980514744017
17333,BAY CITY PUBLIC LIBRARY,-8.771284995105457
17334,MARION & ED HUGHES PUBLIC LIBRARY,-6.778552682424236
17336,NEW BRAUNFELS PUBLIC LIBRARY,-5.025102831733645
17338,NORTH RICHLAND HILLS PUBLIC LIBRARY,-5.692277550769056
17340,ECTOR COUNTY LIBRARY,-7.7581816037254585
17341,STERLING MUNICIPAL LIBRARY,-5.5483335974072805
17342,OLNEY COMMUNITY LIBRARY AND ARTS CENTER,-6.97256062406087
17343,ORANGE PUBLIC LIBRARY,-5.049142113521006
17344,CROCKETT COUNTY PUBLIC LIBRARY,-5.107817769401174
17346,PALACIOS LIBRARY INC,-8.268571118755387
17347,PALESTINE PUBLIC LIBRARY,-8.77573149510508
17348,LOVETT MEMORIAL LIBRARY PAMPA,-6.945929257413271
17349,CARSON COUNTY PUBLIC LIBRARY,-7.867322343944698
17350,PARIS PUBLIC LIBRARY,-6.2689604060848945
17351,SERGEANT FERNANDO DE LA ROSA MEMORIAL LIBRARY,-10.62815189314141
17352,BEAUMONT PUBLIC LIBRARY SYSTEM,-7.352270776243537
17353,PASADENA PUBLIC LIBRARY,-5.998539864295083
17355,PERRY MEMORIAL LIBRARY,-6.429068872379152
17356,PHARR MEMORIAL LIBRARY,-7.267503027487875
17357,PILOT POINT COMMUNITY LIBRARY,-7.422564926499668
17358,ARTHUR TEMPLE SR MEMORIAL LIBRARY,-3.7458395389985704
17359,PITTSBURG-CAMP COUNTY PUBLIC LIBRARY,-5.1812035358636646
17360,YOAKUM COUNTY LIBRARY,-2.5976204397367586
17361,BEDFORD PUBLIC LIBRARY,-4.606944508250535
17362,UNGER MEMORIAL LIBRARY,-7.8328199013563475
17363,PLANO PUBLIC LIBRARY SYSTEM,-6.082187868341106
17364,PLEASANTON PUBLIC LIBRARY,-8.823801219855845
17365,WILLIAM R BILL ELLIS MEMORIAL LIBRARY,-5.194534837335692
17366,PORT ARTHUR PUBLIC LIBRARY,-7.12363473192394
17367,PORT ISABEL PUBLIC LIBRARY,-8.561400775236747
17368,CALHOUN COUNTY PUBLIC LIBRARY,-8.982672522579232
17369,EFFIE & WILTON HEBERT PUBLIC LIBRARY,-6.9383683680488755
17370,BELL/WHITTINGTON PUBLIC LIBRARY,-0.8384295366884957
17372,JOE BARNHART BEE COUNTY LIBRARY,-4.261463611148544
17376,QUITMAN PUBLIC LIBRARY,-5.143733950457653
17377,REBER MEMORIAL LIBRARY,-12.12322790447423
17378,DENNIS M O'CONNOR PUBLIC LIBRARY,-7.605055694418121
17379,RICHARDSON PUBLIC LIBRARY,-5.675577853952699
17380,RICHLAND HILLS PUBLIC LIBRARY,-6.597903746314627
17381,FORT BEND COUNTY LIBRARIES,-6.114976072139815
17382,BELLAIRE CITY LIBRARY,-4.692720591459899
17384,RIVER OAKS PUBLIC LIBRARY,-5.29711780695603
17385,ROANOKE PUBLIC LIBRARY,-4.142063671442321
17387,LUCY HILL PATTERSON MEMORIAL LIBRARY,-10.629487499624933
17388,ARANSAS COUNTY PUBLIC LIBRARY,-11.040354395606336
17389,ROCKWALL COUNTY LIBRARY,-5.019569750537955
17391,BELLVILLE PUBLIC LIBRARY,-4.918782826864376
17392,ROUND ROCK PUBLIC LIBRARY SYSTEM,-5.966359645621533
17394,TOM GREEN COUNTY LIBRARY SYSTEM,-5.715680789131241
17395,SAN ANTONIO PUBLIC LIBRARY,-6.775307602739154
17396,SAN AUGUSTINE PUBLIC LIBRARY,-7.910796599484585
17397,SAN BENITO PUBLIC LIBRARY,-7.886111286994825
17398,SAN MARCOS PUBLIC LIBRARY,-3.883186362498951
17400,LENA ARMSTRONG PUBLIC LIBRARY,-8.144337191788805
17402,MAE S BRUCE LIBRARY,-6.393452105797275
17403,SCHERTZ PUBLIC LIBRARY,-7.457261909742804
17405,SEGUIN-GUADALUPE COUNTY PUBLIC LIBRARY,-5.5269865964901586
17406,GAINES COUNTY LIBRARY,-7.334422970582518
17409,REAGAN COUNTY LIBRARY,-5.098909803731887
17411,SHERMAN PUBLIC LIBRARY,-6.707368690223911
17412,SILSBEE PUBLIC LIBRARY,-11.51860639608168
17413,SINTON PUBLIC LIBRARY,-6.830822456051007
17414,SMITHVILLE PUBLIC LIBRARY,-4.7898503956175755
17415,SCURRY COUNTY LIBRARY,-6.537716844006514
17417,HOWARD COUNTY LIBRARY,-9.120315232178829
17421,STEPHENVILLE PUBLIC LIBRARY,-8.181400309646703
17423,SULPHUR SPRINGS PUBLIC LIBRARY,-4.50653023602248
17424,COUNTY-CITY LIBRARY,-8.006192847116575
17427,TAYLOR PUBLIC LIBRARY,-6.441940521373996
17428,TEAGUE PUBLIC LIBRARY,-8.466661235045231
17429,TEMPLE PUBLIC LIBRARY,-6.791894982248876
17430,RITER C HULSEY PUBLIC LIBRARY,-7.317120670115846
17431,TEXARKANA PUBLIC LIBRARY,-5.430631300693277
17432,MOORE MEMORIAL PUBLIC LIBRARY,-5.533298325149291
17433,THE COLONY PUBLIC LIBRARY,-6.501401959090645
17434,BLANCHE K WERNER PUBLIC LIBRARY,-7.298231149564284
17435,PATRICK HEATH PUBLIC LIBRARY,-4.055120848702019
17437,TYLER PUBLIC LIBRARY,-7.364836701024676
17438,EL PROGRESO MEMORIAL LIBRARY,-8.127148933758079
17439,VAN ALSTYNE PUBLIC LIBRARY,-5.632083360181776
17441,CARNEGIE CITY-COUNTY LIBRARY,-10.054372725778329
17442,VICTORIA PUBLIC LIBRARY,-6.956131301810606
17443,VIDOR PUBLIC LIBRARY,-8.083781750593534
17444,WACO-MCLENNAN COUNTY LIBRARY,-7.365960622360816
17445,BONHAM PUBLIC LIBRARY,-7.57797036674706
17447,NICHOLAS P SIMS LIBRARY & LYCEUM,-6.26556335297229
17448,WEATHERFORD PUBLIC LIBRARY,-6.996423559612738
17449,WEIMAR PUBLIC LIBRARY,-6.414343665240545
17450,COLLINGSWORTH PUBLIC LIBRARY,-4.745102126175807
17451,MAYOR JOE V SANCHEZ PUBLIC LIBRARY,-1.4554884055779498
17452,WHARTON COUNTY LIBRARY,-7.077536583520393
17454,HUTCHINSON COUNTY LIBRARY,-8.40793468454017
17455,WHITE SETTLEMENT PUBLIC LIBRARY,-7.311887962286602
17456,WHITESBORO PUBLIC LIBRARY,-2.635457328763888
17458,WICHITA FALLS PUBLIC LIBRARY,-6.885303549721588
17461,RITA & TRUETT SMITH PUBLIC LIBRARY,-7.029758302933462
17462,CARL & MARY WELHAUSEN LIBRARY,-7.390384385200418
17463,BOWIE PUBLIC LIBRARY,-6.631378422653321
17465,BALCH SPRINGS LIBRARY-LEARNING CENTER,-4.15365948119061
17466,BUDA PUBLIC LIBRARY,-5.374499183098966
17468,KINNEY COUNTY PUBLIC LIBRARY,-2.1050755647455586
17469,PFLUGERVILLE COMMUNITY LIBRARY,-6.625780873174717
17470,OLGA V FIGUEROA ZAPATA COUNTY PUBLIC LIBRARY,-10.449951830858005
17471,ZULA B WYLIE PUBLIC LIBRARY IN CEDAR HILL,-6.511488103318736
17472,WILLIAM T COZBY PUBLIC LIBRARY,-4.942247688821369
17473,DESOTO PUBLIC LIBRARY,-6.5360954986814725
17477,FM BUCK RICHARDS MEMORIAL LIBRARY,-7.559089001480526
17478,LAKE TRAVIS COMMUNITY LIBRARY,-8.346406673411348
17479,LANCASTER VETERANS MEMORIAL LIBRARY,-4.831128832626012
17480,ROWLETT PUBLIC LIBRARY,-6.6461845749051225
17481,SACHSE PUBLIC LIBRARY,-8.646220644732406
17482,SEAGOVILLE PUBLIC LIBRARY,-9.037116258136516
17484,SPRINGTOWN PUBLIC LIBRARY,-9.39156772801892
17485,SUNNYVALE PUBLIC LIBRARY,-8.252844006641777
17487,WATAUGA PUBLIC LIBRARY,-3.338471333653554
17488,WESTBANK COMMUNITY LIBRARY DISTRICT,-4.394974449691089
17490,GILBREATH MEMORIAL LIBRARY,-6.63382252266756
17491,HEWITT PUBLIC LIBRARY,4.508982993395912
17493,UNIVERSAL CITY PUBLIC LIBRARY,-8.285687130115251
17494,NANCY CAROL ROBERTS MEMORIAL LIBRARY,-6.949499199968613
17499,SANGER PUBLIC LIBRARY,-6.743780481808797
17501,DRIPPING SPRINGS COMMUNITY LIBRARY,-7.7645718439469675
17502,BRIDGEPORT PUBLIC LIBRARY,-5.555929908143137
17504,AUBREY AREA LIBRARY,-6.125346319409728
17508,BULVERDE/SPRING BRANCH LIBRARY,-5.3897208048265295
17510,KENDRICK MEMORIAL LIBRARY,-9.269536483438179
17511,WHITEHOUSE COMMUNITY LIBRARY,-14.929049784909425
17512,FLOWER MOUND PUBLIC LIBRARY,-7.244951041178474
17513,GOLIAD COUNTY LIBRARY,-8.775304030627181
17514,FOREST HILL PUBLIC LIBRARY,-6.861148437706899
17515,EVERMAN PUBLIC LIBRARY,-9.069363769896261
17517,SALADO PUBLIC LIBRARY DISTRICT,-6.44681464667931
17519,BROWNSVILLE PUBLIC LIBRARY,-8.586347256674125
17520,CITY OF WOLFFORTH LIBRARY,-5.112773725295577
17522,ALICIA SALINAS PUBLIC LIBRARY,-7.542199760430754
17523,BROWNWOOD PUBLIC LIBRARY,-14.353313391187168
17524,BRYAN+COLLEGE STATION PUBLIC LIBRARY SYSTEM,-7.017283638078215
17526,BURKBURNETT LIBRARY,-6.3270658111996285
17527,BURLESON PUBLIC LIBRARY,-3.8676525508416812
17528,BURNET COUNTY LIBRARY SYSTEM,-5.6228909332705355
17529,HARRIE P WOODSON MEMORIAL LIBRARY,-7.81775508512508
17531,HEMPHILL COUNTY LIBRARY,-5.375469892885263
17532,ALLEN PUBLIC LIBRARY,-6.250632354262075
17533,VAN ZANDT COUNTY LIBRARY,-10.613139025888316
17534,CANYON AREA LIBRARY,-9.283900955176996
17535,TYE PRESTON MEMORIAL LIBRARY,-3.7005870370830394
17537,CARROLLTON PUBLIC LIBRARY,-6.587771488390512
17538,SAMMY BROWN LIBRARY,-4.590777240758298
17539,CASTROVILLE PUBLIC LIBRARY,-4.148145169077613
17540,CEDAR PARK PUBLIC LIBRARY,-4.32698553125979
17541,FANNIE BROWN BOOTH MEMORIAL LIBRARY,-5.387547532634977
17542,ALPINE PUBLIC LIBRARY,-6.822571908505165
17546,BURTON MEMORIAL LIBRARY,-1.2486665089253541
17547,RED RIVER COUNTY PUBLIC LIBRARY,-13.905144824839681
17549,CLEBURNE PUBLIC LIBRARY,-5.503113226833067
17550,AUSTIN MEMORIAL LIBRARY,-4.636417727179168
17553,MITCHELL COUNTY PUBLIC LIBRARY,-7.175989283719323
17554,NESBITT MEMORIAL LIBRARY,-5.136034423765627
17555,COMANCHE PUBLIC LIBRARY,-8.207281155942782
17556,COMFORT PUBLIC LIBRARY,-7.8583914591641335
17557,COMMERCE PUBLIC LIBRARY,-11.600083266783425
17558,MONTGOMERY COUNTY MEMORIAL LIBRARY SYSTEM,-5.229743577248564
17559,COPPERAS COVE PUBLIC LIBRARY,-6.127643373206632
17560,CORPUS CHRISTI PUBLIC LIBRARIES,-8.373891485086553
17561,MICKEY REILY PUBLIC LIBRARY,-5.591385251438998
17562,AMARILLO PUBLIC LIBRARY,-5.427146860087504
17563,CORSICANA PUBLIC LIBRARY,-8.554483687648105
17565,CRANE COUNTY LIBRARY,-5.869196654962381
17566,JH WOOTTERS CROCKETT PUBLIC LIBRARY,-5.035793787210362
17567,CROSBY COUNTY LIBRARY,-10.881836180055346
17570,CUERO PUBLIC LIBRARY,-6.103558557749755
17571,DAINGERFIELD PUBLIC LIBRARY,-7.0250369039756
17573,BLANCO COUNTY SOUTH LIBRARY DISTRICT,-5.510534321191186
17575,NEWTON COUNTY PUBLIC LIBRARY,-8.273271487497887
17576,SCHULENBURG PUBLIC LIBRARY,-5.032489500879331
17584,LEANDER PUBLIC LIBRARY,-6.425161898120003
17585,ELGIN PUBLIC LIBRARY,-10.613057409973436
17587,ALVARADO PUBLIC LIBRARY,-4.213802718183335
17590,CROWLEY PUBLIC LIBRARY,-3.5043840143006775
17591,RIO GRANDE CITY PUBLIC LIBRARY,-7.546179974324716
17597,MARION COMMUNITY LIBRARY,-9.365571715418683
17601,REAL COUNTY PUBLIC LIBRARY,-0.9629729303363203
17604,CONVERSE PUBLIC LIBRARY,-10.852995654544095
17605,SPRINGLAKE-EARTH COMMUNITY LIBRARY,-6.3165249096654685
17606,SMITH-WELCH MEMORIAL LIBRARY,-7.472446495668807
17612,MELISSA PUBLIC LIBRARY,-7.768305944793917
17614,KENNEDALE PUBLIC LIBRARY,-6.7387118576302
17616,FRISCO PUBLIC LIBRARY,-6.2944921691618205
17618,LINDALE LIBRARY,-2.419478824568509
17622,MCALLEN MEMORIAL LIBRARY,-4.120780842456285
17623,ALLAN SHIVERS LIBRARY & MUSEUM,-9.729081186723581
17624,JACKSONVILLE PUBLIC LIBRARY,-5.054147693101062
17627,JOHN ED KEETER PUBLIC LIBRARY,-4.685989669046745
17628,WIMBERLEY VILLAGE LIBRARY,-4.911738361876755
17629,CITY OF PRESIDIO LIBRARY,-8.046140996226583
17631,JONESTOWN COMMUNITY LIBRARY,-5.285447594017656
17632,JOE A HALL HIGH SCHOOL AND COMMUNITY LIBRARY,-8.746383581761688
17633,SHINER PUBLIC LIBRARY,-4.606624056187324
17634,LUMBERTON PUBLIC LIBRARY,-11.260052558973845
17635,MINEOLA MEMORIAL LIBRARY,-5.187625381097671
17636,CLINT ISD PUBLIC LIBRARY,-11.824702869028059
17639,THE LIBRARY AT CEDAR CREEK LAKE,12.439179755997381
17641,MCMULLEN MEMORIAL LIBRARY,-6.010676329121593
17643,SAN JUAN PUBLIC LIBRARY,-5.061170540618479
17645,LAGO VISTA PUBLIC LIBRARY,-5.493324255866848
17646,REEVES COUNTY LIBRARY,-5.195725216502902
17647,JOSHUA SCHOOL & PUBLIC LIBRARY,-9.613042004454543
17648,CRANDALL-COMBINE COMMUNITY LIBRARY,-13.144221452557943
17651,HIDALGO PUBLIC LIBRARY,-8.744259139603543
17654,BENBROOK PUBLIC LIBRARY,-5.917664615648566
17655,LA JOYA MUNICIPAL LIBRARY,-4.394702183839546
17658,WELLS BRANCH COMMUNITY LIBRARY,-5.511801207236904
17659,LAKEHILLS AREA LIBRARY,-2.662703632225775
17661,LITTLE ELM PUBLIC LIBRARY,-11.24490620663753
17667,CLAUD H GILMER MEMORIAL LIBRARY,-3.0361134068026217
17671,SOUTHLAKE PUBLIC LIBRARY,-5.105399428411902
17672,NUECES COUNTY KEACH FAMILY LIBRARY,-7.855819873841515
17675,UNIVERSITY PARK PUBLIC LIBRARY,-19.9825411400992
17676,GONZALES PUBLIC LIBRARY,-6.227995241626204
17680,LIBERTY HILL PUBLIC LIBRARY,-8.853359789800214
17685,COLLEYVILLE PUBLIC LIBRARY,-6.004153612183508
17690,BEE CAVE PUBLIC LIBRARY,-6.3043281276767775
17692,HASLET PUBLIC LIBRARY,-5.229811350531434
17695,EAST TRAVIS GATEWAY LIBRARY DISTRICT,-9.870652157291492
17783,ALEXANDRIA LIBRARY,-5.689844645494954
17784,AMHERST COUNTY PUBLIC LIBRARY,-6.577989912320501
17785,J. ROBERT JAMERSON MEMORIAL LIBRARY,-9.945649068090798
17786,APPOMATTOX REGIONAL LIBRARY SYSTEM,-7.602375663145552
17788,AUGUSTA COUNTY LIBRARY,-6.826980156279139
17789,BEDFORD PUBLIC LIBRARY SYSTEM,-6.4683048538521355
17790,BLUE RIDGE REGIONAL LIBRARY,-6.6630963764516125
17791,BOTETOURT COUNTY LIBRARY,-7.363592328749068
17792,BRISTOL PUBLIC LIBRARY,-5.601065220540503
17793,BUCHANAN COUNTY PUBLIC LIBRARY,-7.684897268095184
17794,CAMPBELL COUNTY PUBLIC LIBRARY,-8.48327562602754
17795,"CAROLINE LIBRARY, INC.",-6.790201609525491
17796,CENTRAL RAPPAHANNOCK REGIONAL LIBRARY,-2.739755258935875
17797,CHARLES P. JONES MEMORIAL LIBRARY,-7.100548568744621
17798,CHARLOTTE COUNTY LIBRARY,-11.820305803508514
17799,CHESAPEAKE PUBLIC LIBRARY,-3.8768110320978657
17800,CHESTERFIELD COUNTY PUBLIC LIBRARY,-6.117666319176836
17801,CLIFTON FORGE PUBLIC LIBRARY,-9.0256129942312
17802,COLONIAL HEIGHTS PUBLIC LIBRARY,-5.318624793059388
17803,CULPEPER COUNTY LIBRARY,-4.3743080473973475
17804,CUMBERLAND COUNTY PUBLIC LIBRARY,-10.066953903380103
17805,DANVILLE PUBLIC LIBRARY,-4.814268704319927
17806,EASTERN SHORE PUBLIC LIBRARY,-8.847235502251277
17807,ESSEX PUBLIC LIBRARY,-6.053356965392364
17808,FAIRFAX COUNTY PUBLIC LIBRARY,-5.9707066035082255
17809,FAUQUIER COUNTY PUBLIC LIBRARY,-6.355446303793923
17810,FLUVANNA COUNTY PUBLIC LIBRARY,-6.330972923915104
17811,FRANKLIN COUNTY PUBLIC LIBRARY,-6.883104009781485
17812,GALAX-CARROLL REGIONAL LIBRARY,-7.83962317672594
17813,GLOUCESTER LIBRARY,-3.980957659665861
17814,HALIFAX COUNTY-SOUTH BOSTON LIBRARY SYSTEM,-10.510566346507872
17815,HAMPTON PUBLIC LIBRARY,-8.566306799806656
17816,HANDLEY REGIONAL LIBRARY,-6.93684895308838
17817,HENRICO COUNTY PUBLIC LIBRARY,-3.551463538580131
17818,HERITAGE PUBLIC LIBRARY,-10.437796204379934
17820,JAMES L. HAMNER PUBLIC LIBRARY,-7.326185638996225
17822,LANCASTER COMMUNITY LIBRARY,-2.314827458813283
17823,LEWIS EGERTON SMOOT MEMORIAL LIBRARY,-4.675795585099036
17824,LONESOME PINE REGIONAL LIBRARY,-6.505845537581604
17825,LOUDOUN COUNTY PUBLIC LIBRARY,-4.1608570098225695
17826,LYNCHBURG PUBLIC LIBRARY,-6.231655046972349
17827,"MADISON COUNTY LIBRARY, INC.",-8.015298844162281
17828,MARY RILEY STYLES PUBLIC LIBRARY,-4.753216334180652
17829,MATHEWS MEMORIAL LIBRARY,-6.906551107192621
17830,MEHERRIN REGIONAL LIBRARY,-8.634100217098434
17831,MIDDLESEX COUNTY PUBLIC LIBRARY,-9.111646989751865
17832,MONTGOMERY-FLOYD REGIONAL LIBRARY,-5.747935018858183
17834,NEWPORT NEWS PUBLIC LIBRARY SYSTEM,-6.02176768761293
17835,NORFOLK PUBLIC LIBRARY,-6.3904131699134785
17836,NOTTOWAY COUNTY LIBRARY SYSTEM,-10.423885629648849
17837,ORANGE COUNTY PUBLIC LIBRARY,-6.367898173877179
17838,PAMUNKEY REGIONAL LIBRARY,-5.525582443046028
17839,PEARISBURG PUBLIC LIBRARY,-7.041849895097663
17840,PETERSBURG PUBLIC LIBRARY,-5.8951795824698054
17841,PITTSYLVANIA COUNTY PUBLIC LIBRARY,-7.500898059491741
17842,POQUOSON PUBLIC LIBRARY,-5.583518646384509
17843,PORTSMOUTH PUBLIC LIBRARY,-6.914326390672931
17844,POWHATAN COUNTY PUBLIC LIBRARY,-7.425064854809008
17845,PRINCE WILLIAM PUBLIC LIBRARY SYSTEM,-6.0023050309897865
17846,PULASKI COUNTY LIBRARY SYSTEM,-8.668690092519372
17848,RAPPAHANNOCK COUNTY LIBRARY,-9.060485680852938
17850,ROANOKE CITY PUBLIC LIBRARY,-4.998587713743286
17851,ROANOKE COUNTY PUBLIC LIBRARY,-4.304333047407159
17852,ROCKBRIDGE REGIONAL LIBRARY,-7.49570372905421
17853,MASSANUTTEN REGIONAL LIBRARY,-7.097080824710202
17854,RUSSELL COUNTY PUBLIC LIBRARY,-7.711114629160709
17855,SALEM PUBLIC LIBRARY,-4.681133866755138
17856,SAMUELS PUBLIC LIBRARY,-5.786869012040874
17857,SHENANDOAH COUNTY LIBRARY,-6.619007734956963
17858,SMYTH-BLAND REGIONAL LIBRARY,-6.434558611802029
17859,SOUTHSIDE REGIONAL,-6.174470732366217
17860,STAUNTON PUBLIC LIBRARY,-4.731979325037509
17861,SUFFOLK PUBLIC LIBRARY SYSTEM,-7.4077508684908775
17862,TAZEWELL COUNTY PUBLIC LIBRARY,-7.242276896052463
17863,VIRGINIA BEACH PUBLIC LIBRARY,-5.754047283408219
17864,BLACKWATER REGIONAL LIBRARY,-5.12020823191691
17865,WASHINGTON COUNTY PUBLIC LIBRARY,-7.2072443260742665
17866,WAYNESBORO PUBLIC LIBRARY,-5.670663184724411
17867,WILLIAMSBURG REGIONAL LIBRARY,-4.17412384038523
17868,WYTHE-GRAYSON REGIONAL LIBRARY,-10.56224001120195
17869,YORK COUNTY PUBLIC LIBRARY,-6.15763901266671
17870,NORTHUMBERLAND PUBLIC LIBRARY,-8.156836823723946
17871,CENTRAL VIRGINIA REGIONAL LIBRARY,-7.448489661845686
17872,RICHMOND COUNTY PUBLIC LIBRARY,-4.444452054553077
17881,ALDRICH PUBLIC,-1.1187998134149837
17884,BENNINGTON FREE,-6.271610803390131
17889,BRANDON FREE PUBLIC,-2.1028730311738224
17890,BROOKS MEMORIAL,-3.9341933267113705
17892,LAWRENCE MEMORIAL,-5.856142775354225
17895,FLETCHER FREE,-5.1783989562109145
17901,CHARLOTTE,-6.648396137647895
17903,WHITING,-6.847601869047977
17905,BURNHAM MEMORIAL,-6.078526878218782
17911,HASKELL FREE,-2.652629413729635
17913,DOVER FREE,-4.689449138422841
17915,ESSEX FREE,-6.074793521037948
17931,HARTLAND PUBLIC,-4.9715416356353455
17933,CARPENTER CARSE,-4.758382489772884
17946,COBLEIGH PUBLIC,-1.704506086983402
17947,MARK SKINNER,-3.787059497397603
17949,ILSLEY PUBLIC,-4.830045739279175
17951,MILTON PUBLIC,-4.803255513134029
17965,NORWICH PUBLIC,-2.9241009348558773
17978,KIMBALL PUBLIC,-5.788060856928373
17982,RICHMOND FREE,-4.888141155457322
17988,RUTLAND FREE,-4.121514538442906
17990,ST. ALBANS FREE,-6.349000094215376
17991,ST. JOHNSBURY ATHENAEUM,-3.826943276535178
17995,SHERBURNE MEMORIAL,-2.0258500175207192
17998,SOUTH BURLINGTON COMMUNITY,-1.6630492740282161
18000,SPRINGFIELD TOWN,-5.826740987385514
18003,STOWE FREE,-4.433605376607507
18012,BIXBY MEMORIAL,-4.771933430509905
18020,WATERBURY PUBLIC,-5.995846079611512
18034,DOROTHY ALLING MEMORIAL,-5.372920381373382
18042,NORMAN WILLIAMS PUBLIC,-4.571384303437285
18054,DEBORAH RAWSON MEMORIAL,-6.1573437577122485
18059,BURLINGTON PUBLIC LIBRARY,-4.4996548540165975
18067,LA CONNER REGIONAL LIBRARY,-6.297815509692548
18071,RITZVILLE PUBLIC LIBRARY,-6.730630667824278
18076,LOPEZ ISLAND LIBRARY DISTRICT,-3.65105697117232
18077,OCEAN SHORES PUBLIC LIBRARY,-5.292407905512371
18078,ORCAS ISLAND LIBRARY DISTRICT,-4.3210521412567555
18079,SAN JUAN ISLAND LIBRARY DISTRICT,-3.6629825986546822
18080,ANACORTES PUBLIC LIBRARY,-5.0785805410008065
18081,ASOTIN COUNTY LIBRARY,-5.870226006282412
18082,CAMAS PUBLIC LIBRARY,-5.4625272251749895
18083,ELLENSBURG PUBLIC LIBRARY,-4.894663428780029
18084,ENUMCLAW PUBLIC LIBRARY,-6.168034241569037
18085,GRANDVIEW LIBRARY,-9.102399471718076
18086,JEFFERSON COUNTY RURAL LIBRARY DISTRICT,-5.047568990110034
18087,KELSO PUBLIC LIBRARY,-6.014011305824274
18088,MOUNT VERNON CITY LIBRARY,-5.6487203999651285
18090,PORT TOWNSEND PUBLIC LIBRARY,-3.5873047272327074
18091,PULLMAN (NEILL) PUBLIC LIBRARY,-5.6632461020524625
18092,PUYALLUP PUBLIC LIBRARY,-4.724427220059534
18093,SEDRO-WOOLLEY PUBLIC LIBRARY,-5.323823874337873
18094,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,-6.780611962908391
18095,WHITMAN COUNTY LIBRARY,-6.769452353949285
18096,BELLINGHAM PUBLIC LIBRARY,-4.5907670024801295
18097,EVERETT PUBLIC LIBRARY,-5.341543198203791
18098,LONGVIEW PUBLIC LIBRARY,-6.180330381858834
18099,NORTH OLYMPIC LIBRARY SYSTEM,-5.40492634085455
18100,RICHLAND PUBLIC LIBRARY,-4.445976297334797
18101,WALLA WALLA PUBLIC LIBRARY,-5.452154338358482
18102,WHATCOM COUNTY LIBRARY SYSTEM,-5.249948394453609
18103,FORT VANCOUVER REGIONAL LIBRARY DISTRICT,-6.139091014626235
18104,KING COUNTY LIBRARY SYSTEM,-4.728703546970074
18105,KITSAP REGIONAL LIBRARY,-5.761701090184374
18106,MID-COLUMBIA LIBRARY SYSTEM,-6.083008282242339
18109,SEATTLE PUBLIC LIBRARY,-4.3047233236860585
18110,SNO-ISLE LIBRARIES,-4.820210608126908
18111,SPOKANE COUNTY LIBRARY DISTRICT,-5.4617221994235905
18113,TACOMA PUBLIC LIBRARY,-6.232046837516498
18114,TIMBERLAND REGIONAL LIBRARY,-5.390960473973921
18115,YAKIMA VALLEY REGIONAL LIBRARY,-6.392140753749625
18117,STEVENS COUNTY RURAL LIBRARY DISTRICT,-5.65688770252826
18118,UPPER SKAGIT LIBRARY DISTRICT,-5.836563428936297
18119,LIBERTY LAKE MUNICIPAL LIBRARY,-5.739895224134132
18120,COLUMBIA COUNTY RURAL LIBRARY DISTRICT,-5.706617409050345
18122,ADAMS COUNTY PUBLIC LIBRARY,-5.159092923861625
18123,ALBERTSON MEMORIAL LIBRARY,-5.473161788806336
18124,ALGOMA PUBLIC LIBRARY,-4.425716435127065
18126,ALTOONA PUBLIC LIBRARY,-4.80834930963679
18127,AMERY PUBLIC LIBRARY,-6.250962134315246
18129,ANTIGO PUBLIC LIBRARY,-6.858013713023765
18130,APPLETON PUBLIC LIBRARY,-4.885947438275963
18131,ARCADIA FREE PUBLIC LIBRARY,-6.381257158239333
18134,VAUGHN PUBLIC LIBRARY,-4.585984202275583
18135,AUGUSTA MEMORIAL PUBLIC LIBRARY,-5.5907905129745314
18136,BALDWIN PUBLIC LIBRARY,-4.89078354376947
18138,BARABOO PUBLIC LIBRARY,-4.427118431091582
18140,BARRON PUBLIC LIBRARY,-5.948845508672936
