,LIBNAME,new
16146,DRIFTWOOD PUBLIC LIBRARY,-3.8263684831009646
16149,JEFFERSON COUNTY LIBRARY DISTRICT,-5.0397712168380995
16151,MCMINNVILLE PUBLIC LIBRARY,-5.278739021864677
16153,JACKSON COUNTY LIBRARY SERVICES,-6.890591358584761
16154,MILTON-FREEWATER PUBLIC LIBRARY,-6.7590110338980995
16155,LEDDING LIBRARY,-3.487420043803489
16156,MOLALLA PUBLIC LIBRARY,-3.7621565811495707
16157,MONMOUTH PUBLIC LIBRARY,-5.254091045526896
16158,BAKER COUNTY LIBRARY DISTRICT,-6.1958438481624505
16161,FLORA M. LAIRD MEMORIAL LIBRARY,-3.868289330112849
16162,NEWBERG PUBLIC LIBRARY,-5.723039900261785
16163,NEWPORT PUBLIC LIBRARY,-3.6749410595874608
16164,NORTH BEND PUBLIC LIBRARY,-2.301001158569806
16167,ONTARIO LIBRARY DISTRICT,-7.515699992399355
16168,OREGON CITY PUBLIC LIBRARY,-5.916669701893159
16169,BANDON PUBLIC LIBRARY,-1.8483299214762217
16170,PENDLETON PUBLIC LIBRARY,-5.140886701645838
16173,MULTNOMAH COUNTY LIBRARY,-4.227421199828949
16175,CROOK COUNTY LIBRARY,-5.621968440812325
16177,DOUGLAS COUNTY LIBRARY SYSTEM,-6.232155476674372
16178,SALEM PUBLIC LIBRARY,-6.858198776576458
16179,SANDY PUBLIC LIBRARY,-5.30155311873718
16180,SCAPPOOSE PUBLIC LIBRARY,-7.77880134827262
16182,SEASIDE PUBLIC LIBRARY,-3.617174878217964
16183,SHERIDAN PUBLIC LIBRARY,-6.201344722745879
16184,SILVER FALLS LIBRARY DISTRICT,-6.22230274598621
16185,SPRINGFIELD PUBLIC LIBRARY,-6.481325953690059
16186,BEAVERTON CITY LIBRARY,-3.883793629330591
16187,ST. HELENS PUBLIC LIBRARY,-5.774778500982406
16189,STAYTON PUBLIC LIBRARY,-4.4482834689611135
16191,THE DALLES-WASCO COUNTY LIBRARY,-5.820255650700185
16192,TIGARD PUBLIC LIBRARY,-3.9587414289486116
16193,TILLAMOOK COUNTY LIBRARY,-5.599558993364561
16194,TOLEDO PUBLIC LIBRARY,-3.1699045170570295
16195,TUALATIN PUBLIC LIBRARY,-2.182023981201254
16196,DESCHUTES PUBLIC LIBRARY DISTRICT,-4.852189575204638
16197,UMATILLA PUBLIC LIBRARY,-8.543024397678927
16200,FERN RIDGE LIBRARY DISTRICT,-5.136834802704136
16202,WALDPORT PUBLIC LIBRARY,-3.527783380027095
16204,WEST LINN PUBLIC LIBRARY,-3.647198286582054
16207,WILSONVILLE PUBLIC LIBRARY,-2.852530643782433
16208,WOODBURN PUBLIC LIBRARY,-5.376483996743953
16209,ALBANY PUBLIC LIBRARY,-4.891148452075702
16210,CHETCO COMMUNITY PUBLIC LIBRARY,-3.4276379235077448
16212,HARNEY COUNTY LIBRARY,-5.084049570783817
16213,CANBY PUBLIC LIBRARY,-4.59895933501275
16214,CLATSKANIE LIBRARY DISTRICT,-8.667779537300818
16216,COOS BAY PUBLIC LIBRARY,-4.61296844524737
16217,COOS COUNTY LIBRARY SERVICE DISTRICT,-5.086229272775849
16218,COQUILLE PUBLIC LIBRARY,-5.221372710879379
16219,WASHINGTON COUNTY COOPERATIVE LIBRARY SERVICES,-4.693227412772374
16220,CORNELIUS PUBLIC LIBRARY,-4.040651423822065
16221,CORVALLIS-BENTON COUNTY PUBLIC LIBRARY,-4.5605642443279635
16222,COTTAGE GROVE PUBLIC LIBRARY,-6.367484145117545
16223,DALLAS PUBLIC LIBRARY,-6.354376919013276
16229,CEDAR MILL COMMUNITY LIBRARY,-3.6678365352224205
16230,CLACKAMAS COUNTY LIBRARY,-5.660007446389055
16233,SHERWOOD PUBLIC LIBRARY,-3.6855770734137976
16234,LINCOLN COUNTY LIBRARY DISTRICT,-5.284441814714444
16235,OREGON TRAIL LIBRARY DISTRICT,-7.692370015278228
16237,BANKS PUBLIC LIBRARY,-3.2776438870927564
16238,GARDEN HOME COMMUNITY LIBRARY,-0.12257645808241398
16239,LANE LIBRARY DISTRICT,-4.61703242092536
16240,NORTH PLAINS PUBLIC LIBRARY,-3.3648382079757786
16242,SHERMAN COUNTY PUBLIC/SCHOOL LIBRARY,-4.30929629906704
16712,GUAYAMA ELECTRONIC MUNICIPAL LIBRARY,-14.039059616534837
16715,TRUJILLO ALTO MUNICIPAL LIBRARY (EMILIO DIAZ VALCARCEL),-17.021857019753977
16762,BARRINGTON PUBLIC LIBRARY,-4.955068953650524
16763,ROGERS FREE LIBRARY,-5.601498191502868
16764,JESSE M. SMITH MEMORIAL LIBRARY,-7.051615745644881
16765,PASCOAG FREE PUBLIC LIBRARY,-7.445606158536583
16766,CENTRAL FALLS FREE PUBLIC LIBRARY,-6.708545887933696
16767,CROSS' MILLS PUBLIC LIBRARY,-1.0778448358404074
16768,COVENTRY PUBLIC LIBRARY,-5.661256940917925
16769,CRANSTON PUBLIC LIBRARY,-4.634288711607237
16770,CUMBERLAND PUBLIC LIBRARY,-5.007381875722169
16771,EAST GREENWICH FREE LIBRARY,-4.098085762490731
16772,EAST PROVIDENCE PUBLIC LIBRARY,-4.705254299024274
16773,EXETER PUBLIC LIBRARY,-4.824614342226563
16774,FOSTER PUBLIC LIBRARY,-6.224376633952848
16775,HARMONY LIBRARY,-4.257673324421231
16776,GLOCESTER MANTON FREE PUBLIC LIBRARY,-5.25626418535902
16778,LANGWORTHY PUBLIC LIBRARY,-5.317178238113543
16779,JAMESTOWN PHILOMENIAN LIBRARY,-4.274473499558157
16780,MARIAN J. MOHR MEMORIAL LIBRARY,-4.620757188325869
16781,LINCOLN PUBLIC LIBRARY,-3.3686440932924384
16782,"BROWNELL LIBRARY, HOME OF LITTLE COMPTON",-3.204314000248764
16783,MIDDLETOWN PUBLIC LIBRARY,-6.086817636385984
16784,NARRAGANSETT PUBLIC LIBRARY,-2.9879082887347432
16785,ISLAND FREE LIBRARY,-2.965256498210616
16786,NEWPORT PUBLIC LIBRARY,-4.867973407539921
16787,NORTH KINGSTOWN FREE LIBRARY,-4.670701890779665
16789,MAYOR SALVATORE MANCINI UNION FREE LIBRARY,-4.93285759561272
16790,NORTH SMITHFIELD PUBLIC LIBRARY,-5.648293498696607
16791,PAWTUCKET PUBLIC LIBRARY,-6.668796659661014
16792,PORTSMOUTH FREE PUBLIC LIBRARY,-6.507101489175073
16793,PROVIDENCE PUBLIC LIBRARY,-5.394354258809652
16794,CLARK MEMORIAL LIBRARY,-5.206895077929814
16795,HOPE LIBRARY,-4.948883829684129
16796,NORTH SCITUATE PUBLIC LIBRARY,-6.902202289204016
16797,EAST SMITHFIELD PUBLIC LIBRARY,-4.535894949460992
16798,GREENVILLE PUBLIC LIBRARY,-4.245782060505022
16799,SOUTH KINGSTOWN PUBLIC LIBRARY,-5.285411354334749
16800,ESSEX PUBLIC LIBRARY,-6.55905602583801
16801,GEORGE HAIL FREE LIBRARY,-4.231244395241789
16802,WARWICK PUBLIC LIBRARY,-6.2091430674498
16804,LOUTTIT MEMORIAL LIBRARY,-4.873176965136883
16805,WEST WARWICK PUBLIC LIBRARY,-6.320248395439083
16806,WESTERLY PUBLIC LIBRARY,-2.7743397877442377
16807,WOONSOCKET HARRIS PUBLIC LIBRARY,-5.564971666115887
16808,PROVIDENCE COMMUNITY LIBRARY,-6.504785956561385
16810,ABBE REGIONAL LIBRARY SYSTEM,-9.114742343819549
16811,ALLENDALE HAMPTON JASPER REGIONAL LIBRARY,-13.839566436004345
16812,ANDERSON COUNTY LIBRARY,-6.778934223481204
16813,BEAUFORT COUNTY LIBRARY,-7.868591878317169
16814,BERKELEY COUNTY LIBRARY SYSTEM,-8.691724082233794
16815,CALHOUN COUNTY LIBRARY SYSTEM,-7.552109828141714
16816,CHAPIN MEMORIAL LIBRARY,-6.662387160699139
16817,CHARLESTON COUNTY PUBLIC LIBRARY SYSTEM,-4.315016792502141
16818,CHEROKEE COUNTY PUBLIC LIBRARY,-9.272367722895888
16819,CHESTER COUNTY LIBRARY,-8.704316706415153
16820,CHESTERFIELD COUNTY LIBRARY SYSTEM,-12.986328748160199
16821,CLARENDON COUNTY LIBRARY SYSTEM,-8.61333766168383
16822,COLLETON COUNTY MEMORIAL LIBRARY,-9.53264079804747
16823,DARLINGTON COUNTY LIBRARY SYSTEM,-6.971291568863966
16824,DILLON COUNTY LIBRARY SYSTEM,-9.890404245245751
16825,DORCHESTER COUNTY LIBRARY SYSTEM,-6.879823279067766
16826,FAIRFIELD COUNTY LIBRARY,-7.950877860368572
16827,FLORENCE COUNTY LIBRARY SYSTEM,-7.546130775270293
16828,GEORGETOWN COUNTY LIBRARY,-7.327664029391763
16829,GREENVILLE COUNTY LIBRARY SYSTEM,-6.365100722590063
16830,HORRY COUNTY MEMORIAL LIBRARY,-7.542228871639858
16831,KERSHAW COUNTY LIBRARY SYSTEM,-8.822385009447391
16832,LANCASTER COUNTY LIBRARY SYSTEM,-8.949652005374094
16833,LAURENS COUNTY LIBRARY SYSTEM,-9.451502407650604
16834,LEE COUNTY PUBLIC LIBRARY SYSTEM,-12.144422683411918
16835,LEXINGTON COUNTY PUBLIC LIBRARY SYSTEM,-6.686636413647771
16836,MCCORMICK COUNTY LIBRARY SYSTEM,-9.464059044205541
16837,MARION COUNTY LIBRARY SYSTEM,-9.288537167310928
16838,MARLBORO COUNTY LIBRARY SYSTEM,-9.940566515341267
16839,OCONEE COUNTY PUBLIC LIBRARY,-8.284495239286308
16840,ORANGEBURG COUNTY LIBRARY COMMISSION,-10.49522299100543
16841,PICKENS COUNTY LIBRARY SYSTEM,-6.572485577017717
16842,RICHLAND COUNTY PUBLIC LIBRARY,-4.883162111713147
16843,SPARTANBURG COUNTY PUBLIC LIBRARY SYSTEM,-6.128202339328164
16844,SUMTER COUNTY PUBLIC LIBRARY SYSTEM,-8.881154746639712
16845,UNION COUNTY LIBRARY SYSTEM,-10.958455302303479
16846,WILLIAMSBURG COUNTY LIBRARY SYSTEM,-10.592091459065319
16847,YORK COUNTY LIBRARY SYSTEM,-6.821085656081133
16848,NEWBERRY COUNTY LIBRARY SYSTEM,-9.838457002811063
16849,SALUDA COUNTY LIBRARY SYSTEM,-13.713612581549514
16850,ABBEVILLE COUNTY LIBRARY SYSTEM,-12.132326512810204
16851,GREENWOOD COUNTY LIBRARY SYSTEM,-4.026193973045564
16854,BERESFORD PUBLIC LIBRARY,-3.61304259438881
16855,BROOKINGS PUBLIC LIBRARY,-3.864693096286715
16856,CANTON PUBLIC LIBRARY,-6.239366334532953
16858,DELL RAPIDS CARNEGIE PUBLIC LIBRARY,-3.556176857582345
16859,ELK POINT-JEFFERSON COMMUNITY/SCHOOL LIBRARY,-6.683301337152264
16861,MOODY COUNTY RESOURCE CENTER,-10.79292491837607
16866,MADISON PUBLIC LIBRARY,-3.9683926157251737
16870,VERMILLION PUBLIC LIBRARY,-6.195167949420762
16872,YANKTON COMMUNITY LIBRARY,-5.326925467387132
16874,WATERTOWN REGIONAL LIBRARY,-5.201191886889438
16880,GRANT COUNTY PUBLIC LIBRARY,-7.937892467551011
16881,SISSETON MEMORIAL LIBRARY,-5.988560610169697
16884,MITCHELL PUBLIC LIBRARY,-4.449049224766538
16888,COZARD MEMORIAL LIBRARY,-3.4487372392929623
16891,HURON PUBLIC LIBRARY,-5.720093787468793
16902,ALEXANDER MITCHELL PUBLIC LIBRARY,-5.968050523946952
16904,BRITTON PUBLIC LIBRARY,-5.4390432936739765
16914,R. E. RAWLINS MUNICIPAL LIBRARY,-3.807119592119616
16923,TRIPP COUNTY LIBRARY - GROSSENBURG MEMORIAL,-7.044815549602901
16924,A. H. BROWN PUBLIC LIBRARY,-4.566587017358953
16929,RAPID CITY PUBLIC LIBRARY,-3.977342465226825
16931,BELLE FOURCHE PUBLIC LIBRARY,-7.7861432005042435
16932,CUSTER COUNTY LIBRARY,-6.729011723505805
16936,HOT SPRINGS PUBLIC LIBRARY,-3.363689151929375
16938,PHOEBE APPERSON HEARST FREE LIBRARY,-10.434562884333987
16940,GRACE BALLOCH MEMORIAL LIBRARY,-6.702665410357405
16941,STURGIS PUBLIC LIBRARY,-7.1177607501946145
16952,SIOUXLAND LIBRARIES,-5.736509989545144
16954,SINTE GLESKA UNIVERSITY LIBRARY,-8.628780673466547
16956,OGLALA LAKOTA COLLEGE LIBRARY RESOURCE CENTER,-14.207962509948617
16961,HOLBROOK LIBRARY,-4.327033355703615
16963,TEA COMMUNITY LIBRARY,-7.732918502350937
16965,GILES COUNTY PUBLIC LIBRARY,-7.995907808938746
16966,HICKMAN COUNTY PUBLIC LIBRARY,-10.050938403776149
16967,LAWRENCE COUNTY PUBLIC LIBRARY,-11.586067228099592
16968,LEWIS COUNTY PUBLIC LIBRARY,-13.5568958327967
16969,MAURY COUNTY PUBLIC LIBRARY,-12.149089555076076
16970,PERRY COUNTY PUBLIC LIBRARY,-10.005222576269114
16971,WAYNE COUNTY PUBLIC LIBRARY,-10.723129252672665
16972,WILLIAMSON COUNTY PUBLIC LIBRARY,-6.66747956007984
16973,THE BRENTWOOD LIBRARY,-4.8908879896957504
16974,MARSHALL COUNTY MEMORIAL LIBRARY,-10.14576385037394
16975,ART CIRCLE PUBLIC LIBRARY,-6.330254488454226
16976,BEENE-PEARSON PUBLIC LIBRARY,-6.8086767398033015
16977,JASPER PUBLIC LIBRARY,-5.536316494957114
16979,WHITE COUNTY PUBLIC LIBRARY,-7.050732033031028
16980,SEQUATCHIE COUNTY PUBLIC LIBRARY,-10.4652961281346
16982,MAGNESS COMMUNITY HOUSE & LIBRARY,-13.2351284049666
16985,BARBARA REYNOLDS CARR MEMORIAL LIBRARY,-16.182700254685695
16988,CLINTON PUBLIC LIBRARY,-10.241587692230137
16991,CROCKETT COUNTY LIBRARY,-9.464949716511493
16993,ELMA ROSS PUBLIC LIBRARY,-11.70334873151721
16994,SOMERVILLE-FAYETTE COUNTY LIBRARY,-12.368460669837912
16997,TIPTON COUNTY PUBLIC LIBRARY,-9.2600611725222
16999,LAUDERDALE COUNTY LIBRARY,-13.671206983911237
17002,ROCKWOOD PUBLIC LIBRARY,-10.06291270088903
17003,MADISONVILLE PUBLIC LIBRARY,-8.784084742540418
17004,SWEETWATER PUBLIC LIBRARY,-10.443987258878675
17005,CLEVELAND BRADLEY COUNTY LIBRARY,-7.221659629588759
17006,HARRIMAN PUBLIC LIBRARY,-6.542577930060562
17007,CLYDE W. RODDY PUBLIC LIBRARY,-1.445966629395444
17009,KINGSTON PUBLIC LIBRARY,-9.440644083958423
17010,E. G. FISHER PUBLIC LIBRARY,-9.74914230351831
17011,BLOUNT COUNTY PUBLIC LIBRARY,-3.646453279666232
17012,ARGIE COOPER PUBLIC LIBRARY,-10.143927027128086
17013,CANNON COUNTY LIBRARY SYSTEM,-8.70025340816442
17014,COFFEE COUNTY LANNOM MEMORIAL PUBLIC LIBRARY,-6.330028060374399
17015,COFFEE COUNTY-MANCHESTER PUBLIC LIBRARY,-6.926322504515006
17016,FRANKLIN COUNTY PUBLIC LIBRARY,-11.464021009654667
17017,FAYETTEVILLE-LINCOLN COUNTY PUBLIC LIBRARY,-12.835476819989621
17018,MOORE COUNTY PUBLIC LIBRARY,-6.5209016058139735
17019,LINEBAUGH PUBLIC LIBRARY,-8.160857109905617
17021,LEBANON-WILSON COUNTY PUBLIC LIBRARY,-8.29288962990156
17022,OAK RIDGE PUBLIC LIBRARY,-6.154689946302
17023,KINGSPORT PUBLIC LIBRARY,-6.180117566892504
17024,EAST RIDGE CITY LIBRARY,-12.062182144436541
17025,TOWN OF SIGNAL MOUNTAIN LIBRARY,-7.102278963422968
17027,H. B. STAMPS MEMORIAL LIBRARY,-11.428313040189446
17028,MORRISTOWN-HAMBLEN PUBLIC LIBRARY,-9.429572956026353
17030,DANDRIDGE MEMORIAL LIBRARY,-9.19251817031204
17031,JEFFERSON CITY PUBLIC LIBRARY,-9.871662273086546
17032,SEVIER COUNTY PUBLIC LIBRARY SYSTEM,-6.786225921917013
17033,ANNA PORTER PUBLIC LIBRARY,-4.727324135833352
17034,STOKELY MEMORIAL LIBRARY,-11.458482130437222
17035,BENTON COUNTY LIBRARY,-6.911068950762283
17036,CARROLL COUNTY LIBRARY,-16.5741161250553
17037,GIBSON COUNTY MEMORIAL LIBRARY,-8.931768466884153
17038,HUMBOLDT PUBLIC LIBRARY,-7.437804067161624
17039,MILDRED G. FIELDS MEMORIAL LIBRARY,-4.530543587442022
17040,W. G. RHEA PUBLIC LIBRARY,-10.240751779032475
17041,OBION COUNTY PUBLIC LIBRARY,-6.0100212710204595
17042,NED R. MCWHERTER WEAKLEY COUNTY LIBRARY,-5.637291890571428
17043,C. E. WELDON PUBLIC LIBRARY,-6.828918927831406
17047,BOLIVAR HARDEMAN COUNTY LIBRARY,-9.55749290396664
17048,HARDIN COUNTY LIBRARY,-7.935687205760906
17049,EVERETT HORN PUBLIC LIBRARY,-9.93135102111872
17050,JACK MCCONNICO MEMORIAL LIBRARY,-14.542414067265694
17051,"IRVING MEEK JR., PUBLIC LIBRARY",-10.166388264197243
17052,JACKSON-MADISON COUNTY LIBRARY,-8.87846478495865
17053,CLAY COUNTY PUBLIC LIBRARY,-1.205390601717124
17054,CHARLES RALPH HOLLAND MEMORIAL LIBRARY,-12.257584380699537
17055,JUSTIN POTTER LIBRARY,-9.632327045216645
17056,MACON COUNTY PUBLIC LIBRARY,-11.46968893699445
17057,MILLARD OAKLEY PUBLIC LIBRARY,-9.714329922236447
17059,PUTNAM COUNTY LIBRARY,-9.454714231158222
17060,SMITH COUNTY PUBLIC LIBRARY,-11.953753634567077
17061,CHEATHAM COUNTY PUBLIC LIBRARY,-11.819443774645011
17062,DICKSON COUNTY PUBLIC LIBRARY,-8.991394681803143
17063,HOUSTON COUNTY PUBLIC LIBRARY,-6.944197389732707
17064,HUMPHREYS COUNTY PUBLIC LIBRARY,-9.192956683349973
17065,CLARKSVILLE MONTGOMERY COUNTY PUBLIC LIBRARY,-8.847925779503617
17066,GORHAM MACBANE PUBLIC LIBRARY,-9.662941570382623
17067,WHITE HOUSE INN LIBRARY,-8.765756790174885
17068,STEWART COUNTY PUBLIC LIBRARY,-5.861202925876028
17069,GALLATIN PUBLIC LIBRARY OF SUMNER COUNTY,-7.0921019672586505
17070,HENDERSONVILLE PUBLIC LIBRARY OF SUMNER COUNTY,-11.238267664302791
17071,PORTLAND PUBLIC LIBRARY OF SUMNER COUNTY,-10.231646184374203
17072,ELIZABETHTON CARTER COUNTY PUBLIC LIBRARY,-10.263900528829806
17073,WASHINGTON COUNTY PUBLIC LIBRARY,-8.963285179120756
17074,SULLIVAN COUNTY PUBLIC LIBRARY,-9.426515495907369
17075,JOHNSON CITY PUBLIC LIBRARY,-5.882388782487834
17076,UNICOI COUNTY PUBLIC LIBRARY,-11.473203115213446
17077,GREENEVILLE-GREENE COUNTY PUBLIC LIBRARY,-19.082329715829246
17078,JOHNSON COUNTY PUBLIC LIBRARY,-14.581591828295572
17079,CHATTANOOGA-HAMILTON COUNTY BICENTENNIAL LIBRARY,-7.063565046214298
17080,KNOX COUNTY PUBLIC LIBRARY SYSTEM,-6.214064608678921
17081,MEMPHIS PUBLIC LIBRARY AND INFORMATION CENTER,-6.596806978215216
17082,NASHVILLE PUBLIC LIBRARY,-5.991065920951159
17083,WESTMORELAND PUBLIC LIBRARY OF SUMNER COUNTY,-9.57598393297117
17084,LA VERGNE PUBLIC LIBRARY,-6.491764963775186
17086,MT. JULIET-HARVEY FREEMAN PUBLIC LIBRARY,-8.61197800148254
17088,LAKE CITY PUBLIC LIBRARY,-7.48777622430959
17089,SOUTH CHEATHAM PUBLIC LIBRARY,-9.224807531992608
17092,FENTRESS COUNTY LIBRARY,-7.534886744150939
17093,MCIVER'S GRANT PUBLIC LIBRARY,-10.396658754188131
17094,GERMANTOWN COMMUNITY LIBRARY,-5.686488607741765
17095,"LUCIUS E. AND ELSIE C. BURCH, JR. LIBRARY",-6.492186706832412
17096,MILLINGTON PUBLIC LIBRARY,-6.488260661095463
17097,SAM T. WILSON PUBLIC LIBRARY,-9.290385277875993
17099,ARDMORE PUBLIC LIBRARY,-2.838906088918496
17101,SPRING HILL PUBLIC LIBRARY,-6.562845817426145
17113,NORRIS COMMUNITY LIBRARY,-7.630121423266746
17144,LEE OLA ROBERTS LIBRARY,-3.9620148502505796
17149,PIGEON FORGE PUBLIC LIBRARY,-5.408513901005182
17151,CHAMBERS COUNTY LIBRARY SYSTEM,-7.17991151924704
17152,DALLAS PUBLIC LIBRARY,-7.165461747928438
17153,JONES PUBLIC LIBRARY,-6.902305609641218
17155,DECATUR PUBLIC LIBRARY,-5.466314419625491
17156,DEER PARK PUBLIC LIBRARY,-6.730433822487069
17157,VAL VERDE COUNTY LIBRARY,-7.837398829452121
17159,DENISON PUBLIC LIBRARY,-6.448462155562539
17160,DENTON PUBLIC LIBRARY,-4.668808049668777
17161,ANDREWS COUNTY LIBRARY,-5.665554851091804
17162,YOAKUM COUNTY/CECIL BICKLEY LIBRARY,5.32984734033697
17163,DRISCOLL PUBLIC LIBRARY,-5.735115076437116
17164,TLL TEMPLE MEMORIAL LIBRARY & ARCHIVES,-4.228919561375782
17165,DICKINSON PUBLIC LIBRARY,-6.9661895921186
17167,DONNA PUBLIC LIBRARY,-4.731225807958301
17168,DUBLIN PUBLIC LIBRARY,-6.55355450429826
17169,KILLGORE MEMORIAL LIBRARY,-6.962789980459221
17170,DUNCANVILLE PUBLIC LIBRARY,-6.891047366282744
17171,EULA & DAVID WINTERMANN LIBRARY,-4.372412135900802
17172,BRAZORIA COUNTY LIBRARY SYSTEM,-7.1928493611993645
17173,EAGLE PASS PUBLIC LIBRARY,-7.930172116782087
17176,DUSTIN MICHAEL SEKULA MEMORIAL LIBRARY,-6.176228288612758
17177,JACKSON COUNTY MEMORIAL LIBRARY,-9.670867020840365
17178,EL PASO PUBLIC LIBRARY,-8.282706795557806
17180,ELECTRA PUBLIC LIBRARY,-1.839060915521846
17181,ELSA PUBLIC LIBRARY,-6.048569861335895
17182,RAINS COUNTY PUBLIC LIBRARY,-8.105685938149808
17184,ENNIS PUBLIC LIBRARY,-6.263658027801335
17185,EULESS PUBLIC LIBRARY,-5.284938280642682
17187,ED RACHAL MEMORIAL LIBRARY,-7.93661490592817
17188,FARMERS BRANCH MANSKE PUBLIC LIBRARY,-4.607921970035986
17189,CHARLES J RIKE MEMORIAL LIBRARY,-5.116364923402843
17190,FERRIS PUBLIC LIBRARY,-4.875648369217048
17192,SAM FORE JR WILSON COUNTY PUBLIC LIBRARY,-11.696393637892202
17193,ED & HAZEL RICHMOND PUBLIC LIBRARY,-5.668042774366327
17196,FORT STOCKTON PUBLIC LIBRARY,-5.783474892818743
17197,FORT WORTH LIBRARY,-6.293497624563235
17198,PIONEER MEMORIAL LIBRARY,-8.450960270347984
17199,FRIENDSWOOD PUBLIC LIBRARY,-5.710954693049007
17200,FRIONA PUBLIC LIBRARY,-6.4207560990595205
17201,COOKE COUNTY LIBRARY,-8.99443043520719
17202,ROSENBERG LIBRARY,-5.774394738350921
17204,NICHOLSON MEMORIAL LIBRARY SYSTEM,-6.5248189152622835
17205,GATESVILLE PUBLIC LIBRARY,-6.1857758716947355
17206,LIVE OAK COUNTY LIBRARY,-9.931770416168495
17207,GEORGETOWN PUBLIC LIBRARY,-3.8169610607145876
17208,GIDDINGS PUBLIC LIBRARY,-6.329624506329629
17209,UPSHUR COUNTY LIBRARY,-9.867074384848893
17210,LEE PUBLIC LIBRARY,-8.372788425495187
17211,SOMERVELL COUNTY LIBRARY,-7.840871812309642
17212,ARLINGTON PUBLIC LIBRARY SYSTEM,-6.635758913303431
17213,LIBRARY OF GRAHAM,-4.860131396719066
17214,HOOD COUNTY PUBLIC LIBRARY,-8.124955008117253
17215,GRAND PRAIRIE PUBLIC LIBRARY SYSTEM,-9.261403750614365
17217,GRAPEVINE PUBLIC LIBRARY,-6.064272827941587
17218,W WALWORTH HARRISON PUBLIC LIBRARY,-4.459943494028644
17220,GROVES PUBLIC LIBRARY,-7.784865839600229
17225,FRIENCH SIMPSON MEMORIAL LIBRARY,-4.89997910504571
17226,HALTOM CITY PUBLIC LIBRARY,-4.09505397911251
17228,HARKER HEIGHTS PUBLIC LIBRARY,-5.818758135827849
17229,HARLINGEN PUBLIC LIBRARY,-1.6307969247142333
17232,HENDERSON CNTY CLINT W MURCHISON MEMORIAL LIBRARY,-18.380055708514334
17233,WALLER COUNTY LIBRARY,-9.592275750567492
17234,RUSK COUNTY LIBRARY SYSTEM,-7.979025009950561
17236,DEAF SMITH COUNTY LIBRARY,-7.397272065312886
17237,HIGHLAND PARK LIBRARY,-5.629008343579694
17238,HILLSBORO CITY LIBRARY,-5.546392095424961
17239,GENEVIEVE MILLER HITCHCOCK PUBLIC LIBRARY,-7.564376110927062
17240,HONDO PUBLIC LIBRARY,-5.166299349670764
17241,BERTHA VOYER MEMORIAL LIBRARY,0.04089717269534641
17242,HOUSTON PUBLIC LIBRARY,-7.330800370908777
17243,ATLANTA PUBLIC LIBRARY,-5.1200647187376624
17244,HARRIS COUNTY PUBLIC LIBRARY,-6.376248573316234
17245,HOWE COMMUNITY LIBRARY,-3.812805602387541
17246,HUNTSVILLE PUBLIC LIBRARY,-4.529976827515941
17247,HURST PUBLIC LIBRARY,-5.65855520549447
17249,INGLESIDE PUBLIC LIBRARY,-5.047360511384774
17250,TOM BURNETT MEMORIAL LIBRARY,-7.786862738391284
17252,IRVING PUBLIC LIBRARY,-7.002784985433194
17253,ABILENE PUBLIC LIBRARY,-5.21876742556308
17254,AUSTIN PUBLIC LIBRARY,-6.518726791215367
17255,GLADYS JOHNSON RITCHIE PUBLIC LIBRARY,-5.26391245188218
17256,JASPER PUBLIC LIBRARY,-5.808194207582165
17258,JOHNSON CITY LIBRARY,-6.676595196662559
17259,JOURDANTON COMMUNITY LIBRARY,-9.447947398962835
17260,KIMBLE COUNTY LIBRARY,-4.55926252910285
17261,KAUFMAN COUNTY LIBRARY,-4.709919437099427
17262,KELLER PUBLIC LIBRARY,-5.336636497757454
17263,AZLE MEMORIAL LIBRARY,-5.038745311089552
17265,KENEDY PUBLIC LIBRARY,-7.248251297362665
17266,WINKLER COUNTY LIBRARY,-7.967298341100121
17267,BUTT-HOLDSWORTH MEMORIAL LIBRARY,-7.065655650400082
17268,KILGORE PUBLIC LIBRARY,-6.53950449852299
17269,KILLEEN CITY LIBRARY SYSTEM,-7.5150708343186485
17270,ROBERT J KLEBERG PUBLIC LIBRARY,-8.977711551592902
17271,KIRBYVILLE PUBLIC LIBRARY,-6.352525328157078
17272,KOUNTZE PUBLIC LIBRARY,-7.066637100585787
17273,KYLE PUBLIC LIBRARY,-7.270798050082214
17276,FAYETTE PUBLIC LIBRARY,-4.07808461249935
17277,LA MARQUE PUBLIC LIBRARY,-7.432321365519123
17279,LAKE CITIES LIBRARY,-8.763932461868029
17280,MARY LOU REDDICK PUBLIC LIBRARY,-7.265688456200297
17281,DAWSON COUNTY PUBLIC LIBRARY,-6.7024032179753075
17282,LAMPASAS PUBLIC LIBRARY,-5.513546600696999
17283,LAREDO PUBLIC LIBRARY,-7.342605230288417
17284,HELEN HALL LIBRARY,-5.752909681039383
17286,LEON VALLEY PUBLIC LIBRARY,-7.181237032647545
17287,HOCKLEY COUNTY MEMORIAL LIBRARY,-10.688252292531034
17288,LEWISVILLE PUBLIC LIBRARY,-6.681492626481966
17289,LIBERTY MUNICIPAL LIBRARY,-5.996996388571822
17290,LAMB COUNTY LIBRARY,1.331237595910392
17291,MURPHY MEMORIAL LIBRARY,-5.546942346030427
17292,LLANO COUNTY LIBRARY SYSTEM,-5.611984359455992
